Gujarat,Parul Institute of Medical Sciences & Research, Vadodara
Bihar,Patna Medical College, Patna
Madhya Pradesh,Peoples College of Medical Sciences & Research Centre, Bhanpur, Bhopal
West Bengal, Prafulla Chandra Sen Government Medical College & Hospital, Hooghly
Maharashtra,Prakash Institute of Medical Sciences & Research, Sangli
Gujarat,Pramukhswami Medical College, Karmsad
Uttar Pradesh,Prasad Institute of Medical Sciences, Lucknow
Telangana,Prathima Institute Of Medical Sciences, Karimnagar
Tamil Nadu,PSG Institute of Medical Sciences, Coimbatore
Haryana,Pt. B D Sharma Postgraduate Institute of Medical Sciences, Rohtak (Haryana)
Chattisgarh,Pt. J N M Medical College, Raipur
Himachal Pradesh,Pt. Jawahar Lal Nehru Government Medical College, Chamba
Orissa,Pt. Raghunath Murmu Medical College and Hospital, Baripada, Odisha
Pondicherry,Puducherry Institute of Medical Sciences & Research, Pondicherry
Punjab,Punjab Institute of Medical Sciences, Jalandhar
West Bengal, Purulia Government Medical College & Hospital, Hatuara
Kerala,Pushpagiri Institute Of Medical Sciences and Research Centre, Tiruvalla
Rajasthan,R N T Medical College, Udaipur
Telangana,R.V.M. Institute of Medical Sciences and Research Centre, Siddipet
Bihar, Radha Devi Jageshwari Memorial Medical College and Hospital, Muzaffarpur
Karnataka,Raichur Institute of Medical Sciences, Raichur
West Bengal,Raiganj Government Medical College & Hospital, Raiganj
Chattisgarh,Raipur Institute of Medical Sciences (RIMS), Raipur
Tamil Nadu,Rajah Muthiah Medical College, Annamalainagar
Karnataka,Rajarajeswari Medical College & Hospital, Bangalore
Maharashtra,Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur
Jharkhand,Rajendra Institute of Medical Sciences, Ranchi
Telangana,Rajiv Gandhi Institute of Medical Sciences, adilabad
Andhra Pradesh,Rajiv Gandhi Institute of Medical Sciences, Kadapa
Andhra Pradesh,Rajiv Gandhi Institute of Medical Sciences, Srikakulam
Andhra Pradesh,Rajiv Gandhi Institute of Medical Sciences, Ongole, AP
Maharashtra,Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital, Thane
Uttar Pradesh,Rajkiya Allopathic Medical College, Bahraich, UP
Uttar Pradesh,Rajkiya Medical College Jalaun, Orai, Uttar Pradesh
Chattisgarh,Rajmata Shrimati Devendra kumari Singhdeo Government Medical College, Surguja ( C.G.)
Uttar Pradesh,Rajshree Medical Research Institute, Bareilly
Uttar Pradesh,Rama Medical College and Hospital , Kanpur
Uttar Pradesh,Rama Medical College Hospital and Research Centre, Hapur
West Bengal,Rampurhat Government Medical College & Hospital, Rampurhat
Andhra Pradesh,Rangaraya Medical College, Kakinada
Manipur,Regional Institute of Medical Sciences, Imphal
West Bengal,RG Kar Medical College, Kolkata
Madhya Pradesh,RKDF Medical College Hospital & Research Centre, Jatkhedi, Bhopal
Uttar Pradesh,Rohilkhand Medical College & Hospital, Bareilly
Rajasthan,RUHS College of Medical Sciences, Jaipur
Maharashtra,Rural Medical College, Loni
Madhya Pradesh,Ruxmaniben Deepchand Gardi Medical College, Ujjain
Uttar Pradesh,S N Medical College, Agra
Karnataka,S S Institute of Medical Sciences& Research Centre, Davangere
Andhra Pradesh,S V Medical College, Tirupati
Telangana,S V S Medical College, Mehboobnagar
Karnataka,S. Nijalingappa Medical College & HSK Hospital & Research Centre, Bagalkot
Orissa,Saheed Laxman Nayak Medical College & Hospital, Koraput
Karnataka,Sambharam Institute of Medical Sciences & Research, Kolar
Andhra Pradesh,Santhiram Medical College, Nandyal
West Bengal,Santiniketan Medical College, Bolpur, West Bengal
Uttar Pradesh,Santosh Medical College, Ghaziabad
Karnataka,Sapthagiri Institute of Medical Sciences & Research Centre, Bangalore
Uttar Pradesh,Saraswati Institute of Medical Sciences, Hapur
Uttar Pradesh,Saraswati Medical College, Unnao, U.P.
West Bengal, Sarat Chandra Chattopadhyay Government Medical College & Hospital, Howrah
Rajasthan,Sardar Patel Medical College, Bikaner
Tamil Nadu,Saveetha Medical College and Hospital, Kanchipuram
Gujarat,SBKS Medical Instt. & Research Centre, Vadodra
Orissa,SCB Medical College, Cuttack
Uttar Pradesh,School of Medical Sciences & Research, Greater Noida
Karnataka,SDM College of Medical Sciences & Hospital, Sattur, Dharwad
Maharashtra,Seth GS Medical College, and KEM Hospital, Mumbai
Telangana,Shadan Institute of Medical Sciences, Research Centre and Teaching Hospital, Peerancheru
Jharkhand,Shahed Nirmal Mahto Medical College & Hospital, Dhanbad
Haryana,Shaheed Hasan Khan Mewati Government Medical College, Nalhar
Uttar Pradesh,Shaikh-UL-Hind Maulana Mahmood Hasan Medical College, Saharanpur
Gujarat,Shantabaa Medical College, Amreli
Jammu & Kashmir,Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar
Manipur, Shija Academy of Health Sciences, Imphal 
Karnataka,Shimoga Institute of Medical Sciences, Shimoga
Bihar, Shree Narayan Medical Institute and Hospital, Bherdari
Haryana,Shri Atal Bihari Vajpayee Government Medical College, Faridabad
Karnataka, Shri Atal Bihari Vajpayee Medical College & Research Institute, Bangalore
Karnataka,Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura(Bijapur
Chattisgarh, Shri Balaji Institute of Medical Science, Raipur
Uttarakhand,Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun
Rajasthan,Shri Kalyan Govt. Medical College, Sikar, Rajasthan
Bihar,Shri Krishna Medical College, Muzzafarpur
Himachal Pradesh,Shri Lal Bahadur Shastri Government Medical College, Mandi, HP
Uttar Pradesh,Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly
West Bengal,Shri Ramkrishna Institute of Medical Sciences & Sanaka Hospitals, Durgapur
Tamil Nadu,Shri Sathya Sai Medical College and Research Institute, Kancheepuram
Chattisgarh,Shri Shankaracharya Institute of Medical Sciences, Bhilai
Maharashtra,Shri Vasant Rao Naik Govt. Medical College, Yavatmal
Karnataka,Shridevi Institute of Medical Sciences & Research Hospital, Tumkur
Madhya Pradesh,Shyam Shah Medical College, Rewa
Karnataka,Siddaganga Medical College and Research Institute, Tumakuru
Sikkim,Sikkim Manipal Institute of Medical Sciences, Gangtok
Assam,Silchar Medical College, Silchar
Maharashtra,Sindhudurg Shikshan Prasarak Mandal (SSPM) Medical College & Lifetime Hospital, Padave, Sindhudurg
Maharashtra,SMBT Institute of Medical Sciences & Research Centre, Nandihills, Nashik
Rajasthan,SMS Medical College, Jaipur
Maharashtra,Smt. Kashibai Navale Medical College and General Hospital, Pune
Gujarat,Smt. N.H.L.Municipal Medical College, Ahmedabad
Uttarakhand,Soban Singh Jeena Government Institute of Medical Science & Research, Almora
Tamil Nadu,Sree Balaji Medical College and Hospital, Chennai
Kerala,Sree Gokulam Medical College Trust & Research Foundation, Trivandrum
Tamil Nadu,Sree Mookambika Institute of Medical Sciences, Kanyakumari
Kerala,Sree Narayana Instt. of Medical Sciences, Chalakka, Ernakulam
Kerala,Sree Uthradom Thiurnal Academy of Medical Sciences, Trivandrum
Madhya Pradesh,Sri Aurobindo Medical College and Post Graduate Institute , Indore
Andhra Pradesh,Sri Balaji Medical College, Hospital and Research Institute, Chittoor
Maharashtra,Sri Bhausaheb Hire Government Medical College, Dhule
Karnataka,Sri Devaraj URS Medical College, Kolar
Punjab,Sri Guru Ram Das Institute of Medical Sciences and Research, Sri Amritsar
Orissa,Sri Jagannath Medical College & Hospital, Puri
Pondicherry,Sri Lakshmi Narayana Institute of Medical Sciences, Pondicherry
Pondicherry,Sri Manakula Vinayagar Medical College & Hospital, Pondicherry
Tamil Nadu,Sri Muthukumaran Medical College, Chennai
Tamil Nadu,Sri Ramachandra Medical College & Research Institute, Chennai
Karnataka,Sri siddhartha Institute of Medical Sciences & Research Centre, Bangalore
Karnataka,Sri Siddhartha Medical College, Tumkur
Tamil Nadu,Sri Venkateswaraa Medical College Hospital and Research Institute, Chennai
Pondicherry,Sri Venkateswaraa Medical College, Hospital & Research Centre, Pondicherry
Karnataka,Srinivas Institute of Medical Research Centre, Srinivasnagar, mangalore
Tamil Nadu, Srinivasan Medical College and Hospital, Samayapuram
Tamil Nadu,SRM Medical College Hospital & Research Centre, Chengalpattu
Maharashtra,SRTR Medical College, Ambajogai
Tamil Nadu,ST Peters Medical College, Hospital & Research Institute
Karnataka,St. Johns Medical College, Bangalore
Tamil Nadu,Stanley Medical College, Chennai
Karnataka,Subbaiah Institute of Medical Sciences, Shimoga, Karnataka
Uttar Pradesh,Subharti Medical College, Meerut
Madhya Pradesh,Sukh Sagar Medical College & Hospital, Jabalpur
Telangana,Surabhi Institute of Medical Sciences, Siddipet, Telangana
Gujarat,Surat Municipal Institute of Medical Education & Research, Surat
Andhra Pradesh,SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati
Tamil Nadu, Swamy Vivekanandha Medical College Hospital And Research Institute, Thiruchengode
Maharashtra,Symbiosis Medical College for Women, Pune
Kerala,T D Medical College, Alleppey (Allappuzha)
Uttar Pradesh,T S Misra Medical College & Hospital, Amusi, Lucknow
Tamil Nadu,Tagore Medical College and Hospital, Chennai
West Benga, Tamralipto Government Medical College & Hospital,Purba Medinipu 
Uttar Pradesh,Teerthanker Mahaveer Medical College, Moradabad
Maharashtra,Terna Medical College, Navi Mumbai
Assam,Tezpur Medical College & Hospital, Tezpur
Tamil Nadu,Thanjavur Medical College, Thanjavur
Karnataka,The Oxford Medical College, Hospital & Research Centre, Bangalore
Tamil Nadu,Theni Government Medical College, Theni
Tamil Nadu,Thiruvarur Govt. Medical College, Thiruvarur
Tamil Nadu,Thoothukudi Medical College, Thoothukudi
Tamil Nadu,Tirunelveli Medical College, Tirunelveli
Arunachal Pradesh,Tomo Riba Institute of Health & Medical Sciences, Naharlagun
Maharashtra,Topiwala National Medical College, Mumbai
Kerala,Travancore Medical College, Kollam
Tamil Nadu,Trichy SRM Medical College Hospital & Research Centre, Trichy
Tripura,Tripura Medical College and Dr. B R A M Teaching Hospital, Agartala
Telangana,TRR Institute of Medical Sciences, Patancheru
Uttar Pradesh, Uma Nath Singh Autonomous State Medical College Society, Jaunpur
Uttar Pradesh,United Institute of Medical Sciences, Allahabad
Delhi,University College of Medical Sciences & GTB Hospital, New Delhi
Uttar Pradesh,Uttar Pradesh University of Medical Sciences, (Prev. UP Rural Inst.of Med.Sc&R) Etawah
Bihar,Vardhman Institute of Medical Sciences, Pawapuri, Nalanda
Delhi,Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi
Uttar Pradesh,Varun Arjun Medical College, Banthra, Shahjahanpur
Maharashtra,Vedantaa Institute of Medical Sciences, Palghar, Maharashtra
Uttarakhand,Veer Chandra Singh Garhwali Govt. Medical Sc. & Research Instt, Srinagar, Pauri Garhwal
Orissa,Veer Surendra Sai Institute of Medical Sciences and Research, Burla
Tamil Nadu,Velammal Medical College Hospital and Research Institute, Madurai
Tamil Nadu, VELS Medical College & Hospital, Chennai
Uttar Pradesh,Venkateshwara Institute of Medical Sciences, Gajraula
Karnataka,Vijaynagar Institute of Medical Sciences, Bellary
Tamil Nadu,Vinayaka Missions Kirupananda Variyar Medical College, Salem
Pondicherry,Vinayaka Missions Medical College, Karaikal, Pondicherry
Andhra Pradesh,Viswabharathi Medical College, Kurnool
Karnataka,Vydehi Institute Of Medical Sciences & Research Centre, Bangalore
Haryana,World College of Medical Sciences & Researc, Jhajjar, Haryana
Karnataka,Yadgiri Institute of Medical Sciences, Yadgiri
Karnataka,Yenepoya Medical College, Mangalore
Mizoram,Zoram Medical College, Mizoram
Gujarat,Zydus Medical College & Hospital, Dahod
